"path","filename","dataset","duration","sample_rate","gender","age","emotion","f0_mean","f0_std","f0_median","f0_0","f0_25","f0_75","f0_100","zcr_mean","zcr_var","spec_centroid","spec_skew","spec_flatness","spec_peak","spec_entropy","spec_prec"
"data/cremad/AudioWAV/1001_DFA_ANG_XX.wav","1001_DFA_ANG_XX.wav","CREMA-D",2.2755625,16000,"male",51,"angry",2.49564140853339,1.15174542379092,2.28571428571429,0.130081300813008,2,2.28571428571429,5.33333333333333,0.103405589788732,0.00640399249746526,1844.9207749027,4.8502136842795,0.413262754168294,36.1992068229335,0.911083913148382,0.439451783899585
"data/cremad/AudioWAV/1001_DFA_DIS_XX.wav","1001_DFA_DIS_XX.wav","CREMA-D",2.3356875,16000,"male",51,"disgust",2.46837606837607,0.836366478390635,2.28571428571429,0.888888888888889,2.28571428571429,2.28571428571429,4,0.0941026475694444,0.00684231249192884,2012.25445774613,4.87942098405133,0.519950805640011,39.8978087984891,0.926401015047968,0.42813946643119
"data/cremad/AudioWAV/1001_DFA_FEA_XX.wav","1001_DFA_FEA_XX.wav","CREMA-D",2.1688125,16000,"male",51,"fear",2.67460317460317,1.14822572624999,2.28571428571429,1.33333333333333,2,2.71428571428571,5.33333333333333,0.0854127798507463,0.00651048395440677,1921.74507851314,6.57391350129801,0.416344281288571,73.9951162538324,0.907797962639895,0.46108181320423
"data/cremad/AudioWAV/1001_DFA_HAP_XX.wav","1001_DFA_HAP_XX.wav","CREMA-D",1.8685,16000,"male",51,"happy",2.9047619047619,0.973361967030811,2.28571428571429,2,2,4,4,0.0862405711206897,0.00428916552682682,1916.83585994312,4.16787704969723,0.45810044945854,28.910683804801,0.918524301153365,0.535188654000535
"data/cremad/AudioWAV/1001_DFA_NEU_XX.wav","1001_DFA_NEU_XX.wav","CREMA-D",2.035375,16000,"male",51,"neutral",2.5752380952381,0.796630415836821,2.28571428571429,2,2,2.74285714285714,4,0.0828683035714286,0.00337621803107899,1892.6544359709,11.1287508456016,0.373302966289656,186.196862961958,0.905285355748226,0.491309955167967
"data/cremad/AudioWAV/1001_DFA_SAD_XX.wav","1001_DFA_SAD_XX.wav","CREMA-D",2.002,16000,"male",51,"sad",2.7631746031746,0.990828473894367,2.28571428571429,2,2.14285714285714,3.2,5.33333333333333,0.0881741431451613,0.00602770280358906,2060.59236525199,4.12663041694228,0.497546581328429,27.223794843401,0.922976994045204,0.4995004995005
"data/cremad/AudioWAV/1001_IEO_ANG_HI.wav","1001_IEO_ANG_HI.wav","CREMA-D",1.93525,16000,"male",51,"angry",3.57015873015873,1.06118322356316,4,2,2.28571428571429,4,5.33333333333333,0.11875,0.0105123746193061,1670.71625824825,6.08498278449566,0.337013035479127,62.9362303504091,0.89383789691384,0.516729104766826
"data/cremad/AudioWAV/1001_IEO_ANG_LO.wav","1001_IEO_ANG_LO.wav","CREMA-D",2.06875,16000,"male",51,"angry",3.44507936507937,0.983936196852915,4,2,2.28571428571429,4,5.33333333333333,0.078521728515625,0.00276343690024482,1556.52716993296,4.40694326225478,0.336454172703861,28.1030698352483,0.890556592394304,0.483383685800604
"data/cremad/AudioWAV/1001_IEO_ANG_MD.wav","1001_IEO_ANG_MD.wav","CREMA-D",2.6359375,16000,"male",51,"angry",3.64285714285714,0.98757715747951,4,2,2.28571428571429,4,5.33333333333333,0.101419588414634,0.0111161013462213,1836.75430021459,4.20256336199748,0.440259603967868,26.7729986828936,0.908350445102162,0.37937166567872
"data/cremad/AudioWAV/1001_IEO_DIS_HI.wav","1001_IEO_DIS_HI.wav","CREMA-D",2.002,16000,"male",51,"disgust",3.21995464852608,1.01267211134535,4,2,2.28571428571429,4,5.33333333333333,0.108272429435484,0.00738032869029335,1811.35310444338,4.72259128188238,0.383036840927764,35.4541612677505,0.905954159619866,0.4995004995005
"data/cremad/AudioWAV/1001_IEO_DIS_LO.wav","1001_IEO_DIS_LO.wav","CREMA-D",2.002,16000,"male",51,"disgust",3.82857142857143,0.830023661961194,4,2.28571428571429,4,4,5.33333333333333,0.0783140120967742,0.0043319589180142,1674.95913518822,4.45917156227403,0.387972516857066,34.722803337487,0.906485532757353,0.4995004995005
"data/cremad/AudioWAV/1001_IEO_DIS_MD.wav","1001_IEO_DIS_MD.wav","CREMA-D",1.901875,16000,"male",51,"disgust",3.40952380952381,0.867062778581772,4,2,2.28571428571429,4,4,0.0952727754237288,0.0100058283045026,1737.10293916694,4.62280334692431,0.411986120252622,32.0864118606808,0.90055532278383,0.525796910943148
