"path","filename","dataset","duration","sample_rate","gender","age","emotion","f0_mean","f0_std","f0_median","f0_0","f0_25","f0_75","f0_100","zcr_mean","zcr_var","spec_centroid","spec_skew","spec_flatness","spec_peak","spec_entropy","spec_prec"
"data/savee/AudioData/DC/a01.wav","a01","SAVEE",3.648,44100,"male",29,"angry",9.9375,6.02498703318107,14.7,2.1,4.33125,14.7,14.7,0.0144493929140127,0.000612292290995335,458.507778589575,15.3332696075925,0.00366587523697369,655.473177830643,0.78730956454376,0.0994604271825348
"data/savee/AudioData/DC/a02.wav","a02","SAVEE",3.438,44100,"male",29,"angry",8.4,4.2,6.3,6.3,6.3,8.4,14.7,0.0127151076858108,0.000208657081663417,382.020272709882,13.431348754146,0.00258898366181175,450.534247914372,0.782921863006246,0.105525583358616
"data/savee/AudioData/DC/a03.wav","a03","SAVEE",2.075,44100,"male",29,"angry",14.7,NA,14.7,14.7,14.7,14.7,14.7,0.0125746137640449,0.00042478529557738,404.377875929309,8.31242826977945,0.00986245158025709,111.960252625206,0.773736948606944,0.174807984354685
"data/savee/AudioData/DC/a04.wav","a04","SAVEE",2.725,44100,"male",29,"angry",6.88333333333333,2.95757766170222,6.3,5.5125,5.5125,6.3,14.7,0.0200070112179487,0.00120484045764801,360.581700559691,8.96198213163132,0.0124067193583542,101.820168854039,0.765522178281022,0.1331247711918
"data/savee/AudioData/DC/a05.wav","a05","SAVEE",2.998,44100,"male",29,"angry",6.05271739130435,3.10024845222136,5.5125,1.91739130434783,5.20625,5.90625,14.7,0.0230211361434109,0.0015943842668021,339.128916046661,9.66522929922669,0.00990499149422105,133.310642749443,0.763417671805104,0.12102142079148
"data/savee/AudioData/DC/a06.wav","a06","SAVEE",3.736,44100,"male",29,"angry",8.47291666666667,4.82930777044357,5.5125,4.9,5.5125,12.403125,14.7,0.0137448890186916,0.000325316803477635,411.019056915276,16.829531801459,0.00321597547563293,832.003414063799,0.78619856088967,0.097110949259529
"data/savee/AudioData/DC/a07.wav","a07","SAVEE",2.684,44100,"male",29,"angry",14.7,0,14.7,14.7,14.7,14.7,14.7,0.0115411931818182,0.000147099551476038,361.521455613199,8.01570224868246,0.00786346272191128,87.4707543848494,0.767688781890723,0.135193368765262
"data/savee/AudioData/DC/a08.wav","a08","SAVEE",3.473,44100,"male",29,"angry",5.39192583732057,1.24847024706548,5.5125,2.00454545454545,5.5125,6.3,6.3,0.0296038879598662,0.00312220953666295,393.203558918124,14.1835817872626,0.0174300112352661,270.325439231344,0.76500415884017,0.104467282153071
"data/savee/AudioData/DC/a09.wav","a09","SAVEE",4.025,44100,"male",29,"angry",6.20846153846154,2.5971846813869,5.5125,4.41,5.5125,5.5125,14.7,0.0165507586705202,0.000867365584397841,383.057124151918,8.11292993965212,0.00720817405076221,86.1595109445375,0.78209218935647,0.0901291663615419
"data/savee/AudioData/DC/a10.wav","a10","SAVEE",4.604,44100,"male",29,"angry",6.57663461538462,3.75204574006993,5.5125,2.75625,5.5125,5.5125,14.7,0.0228949652777778,0.00114757146178083,366.806315191607,10.0687174860453,0.0102124821252807,135.809471813154,0.775223663429249,0.0787987136110003
