"path","filename","dataset","duration","sample_rate","gender","age","emotion","f0_mean","f0_std","f0_median","f0_0","f0_25","f0_75","f0_100","zcr_mean","zcr_var","spec_centroid","spec_skew","spec_flatness","spec_peak","spec_entropy","spec_prec","mfcc_mean_1","mfcc_mean_2","mfcc_mean_3","mfcc_mean_4","mfcc_mean_5","mfcc_mean_6","mfcc_mean_7","mfcc_mean_8","mfcc_mean_9","mfcc_mean_10","mfcc_mean_11","mfcc_mean_12","mfcc_mean_13","mfcc_mean_14","mfcc_mean_15","mfcc_mean_16","mfcc_mean_17","mfcc_mean_18","mfcc_mean_19","mfcc_mean_20","mfcc_var_1","mfcc_var_2","mfcc_var_3","mfcc_var_4","mfcc_var_5","mfcc_var_6","mfcc_var_7","mfcc_var_8","mfcc_var_9","mfcc_var_10","mfcc_var_11","mfcc_var_12","mfcc_var_13","mfcc_var_14","mfcc_var_15","mfcc_var_16","mfcc_var_17","mfcc_var_18","mfcc_var_19","mfcc_var_20"
"data/savee/AudioData/DC/a01.wav","a01","SAVEE",3.648,44100,"male",29,"angry",9.9375,6.02498703318107,14.7,2.1,4.33125,14.7,14.7,0.0144493929140127,0.000612292290995335,458.507778589575,15.3332696075925,0.00366587523697369,655.473177830643,0.78730956454376,0.0994604271825348,55.6819475188748,17.5994336931409,-7.70017656417075,11.8419756205061,4.93641163509345,1.65103267449304,6.33534565281947,-11.1468215297094,-1.50540114818736,4.04773818274649,-4.6281895854088,0.344802242789283,-2.57188703708148,-0.845684653722657,0.372771351628052,-2.57923192677735,0.818917430994416,1.78595278446923,1.55912564583218,-0.940895830015342,320.887179640692,101.434780206655,140.823874306613,70.7116299286399,63.0447303372252,63.7177736087164,38.395992767333,82.7879286167075,34.0690393739237,29.2962850699446,49.8583839726895,50.3651066144496,32.6698702463212,30.1718934588962,32.4431390041497,24.6775962037131,28.920789972347,25.487184757383,30.8962577615249,26.4804241992404
"data/savee/AudioData/DC/a02.wav","a02","SAVEE",3.438,44100,"male",29,"angry",8.4,4.2,6.3,6.3,6.3,8.4,14.7,0.0127151076858108,0.000208657081663417,382.020272709882,13.431348754146,0.00258898366181175,450.534247914372,0.782921863006246,0.105525583358616,57.762378514725,19.948713940266,-9.95037779211884,7.37232925884407,4.42317719288231,-0.588660077413955,5.95998785476644,-9.70293101918672,-1.99335849073088,7.35658026484109,-3.20441862659482,-0.206122866437797,0.42203112811974,-0.0276285224222297,0.575163664258437,-2.43232725445595,1.93618702363425,3.65198673350121,-1.02013708135095,-0.302065871548678,425.829132291075,112.520355510455,71.1313779168661,59.9439771008849,65.7046341708952,44.9850966346532,26.2632237959227,63.6422900208123,30.306671284485,34.154820001059,51.3092251539468,47.0210791975558,40.2994608403888,34.4153720762331,27.5603080313009,27.2729466356525,20.6463437773839,18.7962108556084,21.7149671224143,20.184963809064
"data/savee/AudioData/DC/a03.wav","a03","SAVEE",2.075,44100,"male",29,"angry",14.7,NA,14.7,14.7,14.7,14.7,14.7,0.0125746137640449,0.00042478529557738,404.377875929309,8.31242826977945,0.00986245158025709,111.960252625206,0.773736948606944,0.174807984354685,52.2753258850388,16.6609138952079,-5.61269298765097,9.75039173671678,4.74641949357635,0.414677204291537,4.2408904556392,-8.29037041744366,0.662615183503335,4.93097997900746,-3.66705006922978,1.10710688517164,-1.87429790484631,-0.455234362838832,1.32624554552395,-2.3532951011124,2.10354199856241,1.51018815872475,-1.08969837617398,2.31939583712002,626.678517945374,95.8796542081468,78.5500989330642,57.391580200637,48.3804788166875,32.4491456251476,18.1621420826127,72.902915395479,16.6209816436257,25.7331219957609,37.0145330338356,36.1818362434161,31.5506329326133,19.751326343042,38.7069979985819,22.5492923931407,24.7797178236055,10.0348633410954,16.0448508727761,25.0239213429369
"data/savee/AudioData/DC/a04.wav","a04","SAVEE",2.725,44100,"male",29,"angry",6.88333333333333,2.95757766170222,6.3,5.5125,5.5125,6.3,14.7,0.0200070112179487,0.00120484045764801,360.581700559691,8.96198213163132,0.0124067193583542,101.820168854039,0.765522178281022,0.1331247711918,56.1478354073653,17.4251334664851,-7.0622109864936,10.4015915777062,2.54587268161411,0.103452649553324,7.48026928633179,-10.6793122410016,-3.8428952920175,3.53117357516484,-4.99755247411884,-0.204071696184926,-1.52364512818686,-1.10026898893153,0.028790983637004,-3.2922255990734,0.27383463921415,3.40536773582462,0.522701663574862,-1.29573901167776,495.303139422187,111.118719414835,82.2911393236579,83.1771764953564,53.7986854786369,37.4364143204233,28.4775793023999,76.7588184452719,34.0339484682641,32.9340047378568,35.22920944844,29.60028293637,24.6254698232945,29.5491862304015,25.6070448680623,32.019492048852,20.1691647260799,32.7191412623872,20.4009075323207,33.5379270918788
"data/savee/AudioData/DC/a05.wav","a05","SAVEE",2.998,44100,"male",29,"angry",6.05271739130435,3.10024845222136,5.5125,1.91739130434783,5.20625,5.90625,14.7,0.0230211361434109,0.0015943842668021,339.128916046661,9.66522929922669,0.00990499149422105,133.310642749443,0.763417671805104,0.12102142079148,57.5605799886529,16.9715957204102,-9.89593446489377,9.46334315530009,4.12221600026053,0.978076139408632,6.73925803572854,-11.4273149652726,-3.09978360007327,4.92287985452504,-6.10295578246679,-1.42208887168687,-1.185617294719,-1.83580835653849,-1.44812836811124,-3.09462834370932,1.13979615387258,3.81523741121706,-0.652456381901439,-2.89593544370468,457.496344751396,135.472781083985,91.9415265706358,99.7465266033672,45.3846861693283,53.1450534602394,39.5415050497297,82.1153226497619,32.0400950426599,39.1236236913825,53.5318816470238,48.8193639681718,53.9523032841847,33.590299730667,40.5475740067514,35.2128115957419,30.9763750274018,39.3822154704032,32.0478413819282,44.3608585187331
"data/savee/AudioData/DC/a06.wav","a06","SAVEE",3.736,44100,"male",29,"angry",8.47291666666667,4.82930777044357,5.5125,4.9,5.5125,12.403125,14.7,0.0137448890186916,0.000325316803477635,411.019056915276,16.829531801459,0.00321597547563293,832.003414063799,0.78619856088967,0.097110949259529,56.6217505398664,17.4905485449059,-8.94068791466032,11.059979054089,2.58340049998351,-0.217492366309728,6.74888495422777,-10.567400419263,-1.63141568168229,3.81062591264445,-5.02895915050514,-0.143533338638079,-1.2585572030622,0.751807412817052,0.0998588926785714,-2.9357910084225,1.06618792914983,0.916060895661174,0.624508960108184,-0.51754777345251,399.377830789225,98.2493177745113,119.775542157725,86.5754563837394,47.9050427140029,51.9038194575329,28.882027337243,58.8068978991391,36.4127678671065,42.5925299354517,27.6092073261051,46.1399757629643,33.7029938884228,32.0488006401856,35.3484839810088,19.6762497298046,37.1148404295205,26.4982762766891,29.4899751648092,25.8411182019775
"data/savee/AudioData/DC/a07.wav","a07","SAVEE",2.684,44100,"male",29,"angry",14.7,0,14.7,14.7,14.7,14.7,14.7,0.0115411931818182,0.000147099551476038,361.521455613199,8.01570224868246,0.00786346272191128,87.4707543848494,0.767688781890723,0.135193368765262,58.422826004827,17.8166515873486,-7.6857525051183,9.44731912675809,3.30309458590092,-2.49494807285836,2.6522875274812,-9.0612992024281,0.706383486701994,4.41647318761115,-6.58122266317981,0.785360536283626,1.53219584946368,0.152370400072675,-2.99684663266192,-3.21225689475196,3.52724965776087,-0.461737013189833,-2.96498619519705,2.78917901601835,696.508563346403,113.348293247348,48.2358087362782,71.7520998043118,44.7580693309984,27.5023795803906,31.45222201806,72.5098921484128,22.6932688481286,28.5461881683378,53.2911201026398,43.9310210536473,44.7056799297099,41.6476151024882,33.1246775773597,49.3664055989681,28.9126932996273,21.1651794451206,26.3726810090727,28.5895838520231
"data/savee/AudioData/DC/a08.wav","a08","SAVEE",3.473,44100,"male",29,"angry",5.39192583732057,1.24847024706548,5.5125,2.00454545454545,5.5125,6.3,6.3,0.0296038879598662,0.00312220953666295,393.203558918124,14.1835817872626,0.0174300112352661,270.325439231344,0.76500415884017,0.104467282153071,57.144217848376,15.4659773731229,-8.01047918270789,12.124037586143,2.00781449708211,-2.1846813904572,5.24806167128944,-10.0436475235144,-2.43860262684418,2.36439133561808,-5.18977555370332,1.10905130481181,-2.4668329282808,-1.80279575986849,-1.92249339231198,-5.51953575592362,-0.456405302606554,2.59080384997894,0.063251946499344,0.937627180775182,535.613410848776,97.783808040658,134.453204325626,79.0345057501221,34.0616219442177,23.3721840262095,55.1418102868614,68.0303451829866,25.1580763952719,27.5372154308318,28.4506350154141,28.4034641555542,26.6207855658045,22.5449101493749,28.5134700989348,22.9512433707347,34.9024981973339,20.3766129352949,24.1086931532079,19.9021321037466
"data/savee/AudioData/DC/a09.wav","a09","SAVEE",4.025,44100,"male",29,"angry",6.20846153846154,2.5971846813869,5.5125,4.41,5.5125,5.5125,14.7,0.0165507586705202,0.000867365584397841,383.057124151918,8.11292993965212,0.00720817405076221,86.1595109445375,0.78209218935647,0.0901291663615419,53.7124758833764,18.0574495998936,-6.94986702035167,10.5205034962674,4.13895844283368,0.835462599572832,7.78308273482627,-10.4252563678658,-3.11155583087457,4.40796381382632,-5.03130244864937,0.26413523525811,0.772316126290662,0.0929370273204587,-0.805903702375498,-3.81241083023492,1.77759043426025,4.12720858008085,-0.463049245882511,-2.05695891339093,372.66762712721,99.7792619932874,76.0763119891199,76.3694897777136,59.9639119507677,73.6539047842669,41.4581523595132,58.0520396970936,34.9602554812764,30.0103461337992,44.0280070008713,29.141886193866,32.7257448928057,32.4052669272835,29.2733438913589,24.4346303259863,29.9360287992967,26.3711460035063,36.4026831224767,31.342154122595
"data/savee/AudioData/DC/a10.wav","a10","SAVEE",4.604,44100,"male",29,"angry",6.57663461538462,3.75204574006993,5.5125,2.75625,5.5125,5.5125,14.7,0.0228949652777778,0.00114757146178083,366.806315191607,10.0687174860453,0.0102124821252807,135.809471813154,0.775223663429249,0.0787987136110003,59.1447452752468,18.9014562118339,-7.54915289507978,11.0280602912829,3.11307774224995,-1.6496030113901,6.04966220347405,-10.7765076798487,-3.01385421527503,4.59734783938239,-6.99344904590339,-1.29365389779425,0.42818631284318,-0.970389159902108,-0.994009402667205,-3.69002650832228,-0.0705884391881566,4.33681682034975,0.513201718582566,-2.13268408076625,440.878390703333,105.003626777064,130.003076703105,61.5099519765923,61.3735030258386,66.5477281364926,54.8686786067226,95.1981795333228,46.4566685236727,36.1884418781504,40.0352621870242,66.8891406209128,36.1730271149077,30.0707201398081,39.7158929519256,23.2962183062206,42.8619680807882,39.5085311104829,31.5502918430107,35.3177369439033
